dataset,variable,treatment,label_source,mean_R,mean_NR,median_R,median_NR,wilcox_p,wilcox_CI_lower,wilcox_CI_upper,cohens_d,d_CI_lower,d_CI_upper,n_R,n_NR,direction
GSE215011,tpex_score,Nivolumab (anti-PD-1),GEO_clinical_metadata,-0.0109071325625737,0.0163505371791713,0.0138135501602374,0.0270110736805024,0.42063492063492064,-0.136644025035417,0.0695891644190896,-0.530819464402158,-2.01472634389181,0.953087415087492,5,5,NR > R
GSE215011,cxcl13_associated_exhaustion_score,Nivolumab (anti-PD-1),GEO_clinical_metadata,0.21129911026692,0.255413375987204,0.223610416874938,0.283977306807958,0.30952380952380953,-0.196192135505122,0.0791491825591508,-0.600146043813846,-2.09106066988353,0.890768582255837,5,5,NR > R
