"variable","analysis","HR","HR_lower","HR_upper","coef","se","z","p","n","n_events","concordance","ph_test_p"
"tpex_grp","dichotomized_univariate_median_split",1.54180076530599,1.130934640178,2.10193367100684,0.432951061414668,0.158118545955148,2.73814218818759,0.00617873554903592,422,164,0.551402111598226,0.930597220975508
"cxcl13_grp","dichotomized_univariate_median_split",0.903328397945886,0.66453200887669,1.22793512371937,-0.101669117319964,0.156637120489714,-0.64907422328822,0.516290402065502,422,164,0.504046797582298,0.405801818162843
"combined_grp","dichotomized_univariate_median_split",1.30751001495901,0.961114293401534,1.77875040560225,0.268124576552086,0.157036825331567,1.70739936945342,0.0877478474933413,422,164,0.539637863498405,0.483152213572299
