"features.plot","id","pct.exp","avg.exp","avg.exp.scaled"
"PDCD1","Tumor_T1",10.3711790393013,0.263470597153092,-0.203985767660925
"TOX","Tumor_T1",11.2445414847162,0.265406374412531,-0.300692825290062
"HAVCR2","Tumor_T1",11.7903930131004,0.312222386502772,-0.469551821231718
"LAG3","Tumor_T1",18.1222707423581,0.607120436624616,0.0567873766778046
"TIGIT","Tumor_T1",23.5807860262009,0.982954385271309,-0.0471396598855236
"GZMB","Tumor_T1",24.3449781659389,2.32326186072027,-0.175135263581136
"PRF1","Tumor_T1",30.2401746724891,1.3338097417858,-0.409562061249028
"IFNG","Tumor_T1",24.235807860262,2.91479777727941,0.665586351789306
"FOXP3","Tumor_T1",4.36681222707424,0.158096787524596,0.281961276399691
"IL2RA","Tumor_T1",7.31441048034935,0.265498601137419,-0.0202931653297036
"NKG7","Tumor_T1",48.1441048034934,6.96526936676641,-0.196164252998489
"GNLY","Tumor_T1",17.5764192139738,3.215084989254,0.0152907494210487
"TCF7","Tumor_T2",16.3194444444444,0.523316564402753,0.288065789381308
"SLAMF6","Tumor_T2",9.02777777777778,0.260273145098286,0.570962111605898
"IL7R","Tumor_T2",59.375,6.87479616293281,0.697070807040679
"SELL","Tumor_T2",5.72916666666667,0.236434269070571,-0.488200641762085
"CCR7","Tumor_T2",9.02777777777778,0.459807950107292,-0.311621595926079
"PDCD1","Tumor_T2",7.46527777777778,0.285522044630937,-0.0978388481479404
"TOX","Tumor_T2",9.20138888888889,0.288960410292259,-0.188810977043573
"HAVCR2","Tumor_T2",6.07638888888889,0.207511173860132,-0.815814030413519
"LAG3","Tumor_T2",12.3263888888889,0.462598508952347,-0.343671099190413
"TIGIT","Tumor_T2",13.8888888888889,0.613456185848484,-0.538849519957068
"GZMB","Tumor_T2",28.2986111111111,2.49666064732394,-0.102045973594498
"PRF1","Tumor_T2",35.5902777777778,1.96346956496276,-0.0332008239331808
"IFNG","Tumor_T2",21.0069444444444,1.62676502902767,-0.0465969913306874
"FOXP3","Tumor_T2",1.04166666666667,0.0247600573522037,-0.377623077482495
"IL2RA","Tumor_T2",7.46527777777778,0.271593372679808,-0.00532055488481631
"NKG7","Tumor_T2",62.8472222222222,10.3751649901642,0.210917641690021
"GNLY","Tumor_T2",19.6180555555556,2.38346638459969,-0.232989936787501
"TCF7","Tumor_T3",17.0454545454545,0.614797836332572,0.603796829020971
